path,source,sha256,bytes
wayback/20080205/20080212055315_UnofficialSummaryReport8.pdf,https://web.archive.org/web/20080212055315/http://www.sfgov.org/site/uploadedfiles/elections/Announcements/PR2008/February5_%202008UnofficialSummaryReport8_%20for_%20theCityandCountyofSanFrancisco.pdf,1b3031e00456ba81cb0c4e10f9589e33b8c0fb6d2a97a7e1d9679f28cf37143c,104129
wayback/20100608/20100610232550_summary.php.html,https://web.archive.org/web/20100610232550/http://sfelections.org:80/results/20100608/summary.php,392f4f0711fda76cd93a3f2094d7945086b7ab1e333e6b7706afdbb587887e73,110615
wayback/20101102/20101105124135.html,https://web.archive.org/web/20101105124135/http://www.sfelections.org:80/results/20101102/,b7d747eb33756fb8840f1fad4daf06f7334f54bb14563d85ed25ad85147dc46b,68641
wayback/20101102/20101105124135_.html,https://web.archive.org/web/20101105124135/http://www.sfelections.org:80/results/20101102/,b7d747eb33756fb8840f1fad4daf06f7334f54bb14563d85ed25ad85147dc46b,68641
wayback/20101102/20101107190303.html,https://web.archive.org/web/20101107190303/http://www.sfelections.org:80/results/20101102/,788af57150061cdfb50e453371655b397395b0b5854969247e35d913701a6f29,69373
wayback/20101102/20101107190303_.html,https://web.archive.org/web/20101107190303/http://www.sfelections.org:80/results/20101102/,788af57150061cdfb50e453371655b397395b0b5854969247e35d913701a6f29,69373
wayback/20111108/20111110070445.html,https://web.archive.org/web/20111110070445/http://sfelections.org:80/results/20111108/,6053824dbd5f770ad25bd1a65b8e415ea7778c0ee7c5f4ba4053dca67129b4e2,21244
wayback/20111108/20111110070445_.html,https://web.archive.org/web/20111110070445/http://sfelections.org:80/results/20111108/,6053824dbd5f770ad25bd1a65b8e415ea7778c0ee7c5f4ba4053dca67129b4e2,21244
wayback/20111108/20111111002226.html,https://web.archive.org/web/20111111002226/http://www.sfelections.org:80/results/20111108/,ecd628b2512c6447e77da2a0fc9d1c8316462478f25dd19968f03c31d5fede8e,21253
wayback/20111108/20111111002226_.html,https://web.archive.org/web/20111111002226/http://www.sfelections.org:80/results/20111108/,ecd628b2512c6447e77da2a0fc9d1c8316462478f25dd19968f03c31d5fede8e,21253
wayback/20111108/20111112064924_index_ch.php.html,https://web.archive.org/web/20111112064924/http://www.sfelections.org:80/results/20111108/index_ch.php,d08b095001bd7a354d655482bcb95d8db744041dd2f7daa3ff824c3a2bae718b,20856
wayback/20111108/20111112065026_index_sp.php.html,https://web.archive.org/web/20111112065026/http://www.sfelections.org:80/results/20111108/index_sp.php,f3489c0c47b8a231de9b02fa260d625de43f6d5d7a4099b50934404f2890fbc4,22781
wayback/20111108/20111118222301.html,https://web.archive.org/web/20111118222301/http://sfelections.org:80/results/20111108/,6880fea1aa029000abb84b9d6521ceb678e278a96037e3807c04455dd6861163,21016
wayback/20111108/20111118222301_.html,https://web.archive.org/web/20111118222301/http://sfelections.org:80/results/20111108/,6880fea1aa029000abb84b9d6521ceb678e278a96037e3807c04455dd6861163,21016
wayback/20111108/20111127003453.html,https://web.archive.org/web/20111127003453/http://www.sfelections.org:80/results/20111108/,444fefe4313d622b37c64a0a7946d01a31f514e0f2e455f4036db19057b73080,21019
wayback/20111108/20111127003453_.html,https://web.archive.org/web/20111127003453/http://www.sfelections.org:80/results/20111108/,444fefe4313d622b37c64a0a7946d01a31f514e0f2e455f4036db19057b73080,21019
