election,snapshot,filename,status,last_modified
20220607,20220607_4,summary.xml,downloaded,2022-06-07T23:38:31
20220607,20220609,summary.xml,downloaded,2022-06-09T16:00:11
20220607,20220610,summary.xml,downloaded,2022-06-10T15:57:49
20220607,20220611,summary.xml,downloaded,2022-06-11T16:01:49
20220607,20220612,summary.xml,downloaded,2022-06-12T14:59:47
20220607,20220614,summary.xml,downloaded,2022-06-14T15:55:50
20220607,20220616,summary.xml,downloaded,2022-06-16T15:55:28
20220607,20220621,summary.xml,downloaded,2022-06-22T15:37:28
20221108,20221108_1,summary.xml,downloaded,2022-11-08T20:42:45
20221108,20221108_2,summary.xml,downloaded,2022-11-08T21:30:53
20221108,20221108_3,summary.xml,downloaded,2022-11-08T22:32:04
20221108,20221108_4,summary.xml,downloaded,2022-11-09T00:01:28
20221108,20221110,summary.xml,downloaded,2022-11-10T15:56:41
20221108,20221111,summary.xml,downloaded,2022-11-11T15:55:17
20221108,20221112,summary.xml,downloaded,2022-11-12T15:56:05
20221108,20221113,summary.xml,downloaded,2022-11-13T15:54:55
20221108,20221114,summary.xml,downloaded,2022-11-14T15:56:48
20221108,20221115,summary.xml,downloaded,2022-11-15T15:57:35
20221108,20221116,summary.xml,downloaded,2022-11-16T15:55:51
20221108,20221117,summary.xml,downloaded,2022-11-17T15:55:56
20221108,20221118,summary.xml,downloaded,2022-11-18T15:56:32
20221108,20221122,summary.xml,downloaded,2022-11-22T15:57:07
20221108,20221129,summary.xml,downloaded,2022-11-29T16:00:22
20221108,20221201,summary.xml,downloaded,2022-12-01T15:41:43
20240305,20240305_1,summary.xml,downloaded,2024-03-05T20:38:21
20240305,20240305_2,summary.xml,downloaded,2024-03-05T21:39:45
20240305,20240305_3,summary.xml,downloaded,2024-03-05T22:42:07
20240305,20240305_4,summary.xml,downloaded,2024-03-05T23:43:56
20240305,20240307,summary.xml,downloaded,2024-03-07T15:55:04
20240305,20240308,summary.xml,downloaded,2024-03-08T15:56:54
20240305,20240309,summary.xml,downloaded,2024-03-09T15:55:22
20240305,20240311,summary.xml,downloaded,2024-03-11T15:58:33
20240305,20240312,summary.xml,downloaded,2024-03-12T15:58:19
20240305,20240313,summary.xml,downloaded,2024-03-13T15:57:26
20240305,20240314,summary.xml,downloaded,2024-03-14T16:08:49
20240305,20240315,summary.xml,downloaded,2024-03-15T16:03:34
20240305,20240320,summary.xml,downloaded,2024-03-20T15:56:27
20240305,20240321,summary.xml,downloaded,2024-03-21T15:58:24
20240305,20240322,summary.xml,downloaded,2024-03-22T15:39:52
20241105,20241105_1,summary.xml,downloaded,2024-11-05T20:41:41
20241105,20241105_2,summary.xml,downloaded,2024-11-05T21:32:01
20241105,20241105_3,summary.xml,downloaded,2024-11-05T22:34:32
20241105,20241105_4,summary.xml,downloaded,2024-11-06T00:30:46
20241105,20241107,summary.xml,downloaded,2024-11-07T15:56:48
20241105,20241108,summary.xml,downloaded,2024-11-08T15:45:18
20241105,20241109,summary.xml,downloaded,2024-11-09T15:35:57
20241105,20241110,summary.xml,downloaded,2024-11-10T15:58:38
20241105,20241111,summary.xml,downloaded,2024-11-11T15:42:09
20241105,20241112,summary.xml,downloaded,2024-11-12T15:41:11
20241105,20241113,summary.xml,downloaded,2024-11-13T15:40:07
20241105,20241114,summary.xml,downloaded,2024-11-14T15:45:15
20241105,20241115,summary.xml,downloaded,2024-11-15T15:45:11
20241105,20241116,summary.xml,downloaded,2024-11-16T15:58:23
20241105,20241118,summary.xml,downloaded,2024-11-18T15:40:15
20241105,20241119,summary.xml,downloaded,2024-11-19T16:13:16
20241105,20241121,summary.xml,downloaded,2024-11-21T15:41:20
20241105,20241203,summary.xml,downloaded,2024-12-03T15:00:57
20250916,20250916_1,summary.xml,downloaded,2025-09-16T20:42:51
20250916,20250916_2,summary.xml,downloaded,2025-09-16T22:43:53
20250916,20250918,summary.xml,downloaded,2025-09-18T15:42:02
20250916,20250925,summary.xml,downloaded,2025-09-25T15:20:15
20251104,20251104_1,summary.xml,downloaded,2025-11-04T20:30:16
20251104,20251104_2,summary.xml,downloaded,2025-11-04T23:25:03
20251104,20251106,summary.xml,downloaded,2025-11-06T15:39:48
20251104,20251110,summary.xml,downloaded,2025-11-10T15:33:27
20251104,20251117,summary.xml,downloaded,2025-11-17T15:27:28
20251104,20251124,summary.xml,downloaded,2025-11-24T15:25:57
20251104,20251203,summary.xml,downloaded,2025-12-03T14:57:43
20260602,20260602_1,summary.xml,downloaded,2026-06-02T20:44:45
20260602,20260602_2,summary.xml,downloaded,2026-06-02T21:42:45
20260602,20260602_3,summary.xml,downloaded,2026-06-02T22:29:48
20260602,20260602_4,summary.xml,downloaded,2026-06-03T00:18:40
20260602,20260604,summary.xml,downloaded,2026-06-04T15:58:23
20260602,20260605,summary.xml,downloaded,2026-06-05T15:57:15
20260602,20260608,summary.xml,downloaded,2026-06-08T15:58:58
20260602,20260609,summary.xml,downloaded,2026-06-09T15:58:14
20260602,20260610,summary.xml,downloaded,2026-06-10T15:58:00
20260602,20260611,summary.xml,downloaded,2026-06-11T15:58:00
20260602,20260612,summary.xml,downloaded,2026-06-12T15:58:00
20260602,20260617,summary.xml,downloaded,2026-06-17T16:00:00
